Ax Value,Column Header,Cell Value
xfvnk9o2,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
8bkyzy8p,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are"
l5p4stsm,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
ku8j4vjx,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, talk with the person who planned the tour or others who are going on the tour"
s06yp1wz,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
kvbdpgpw,13b0ca4d,look at details about the highlights and activities on the tour
a7d5ta4p,13b0ca4d,"look at details about the highlights and activities on the tour, talk with the person who planned the tour or others who are going on the tour"
3hhwwtwe,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary"
21zhoz6t,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, talk with the person who planned the tour or others who are going on the tour"
r08dujg0,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
ynf0h9eh,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
vbz1hb8u,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary"
mehulcp5,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are"
sg0rp6pl,13b0ca4d,read about the tour on the itinerary
8q9evj8c,13b0ca4d,look at details about the highlights and activities on the tour
lvtq5pbf,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary"
jp0ans6v,13b0ca4d,"look at details about the highlights and activities on the tour, talk with the person who planned the tour or others who are going on the tour"
du2khh9d,13b0ca4d,read about the tour on the itinerary
5eeflk53,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary"
ohz2be8s,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary"
x1f8fub6,13b0ca4d,look at details about the highlights and activities on the tour
5omyqtbm,13b0ca4d,look at details about the highlights and activities on the tour
3d0hq8nh,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
h2rnk37b,13b0ca4d,use a map and see where the places are
angppw95,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
m076eted,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
4p1lk2pn,13b0ca4d,look at details about the highlights and activities on the tour
w59k42wr,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary"
sx6gkzbb,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
a5e7uhoi,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are"
bl7bmhwh,13b0ca4d,"look at details about the highlights and activities on the tour, use a map and see where the places are, read about the tour on the itinerary, talk with the person who planned the tour or others who are going on the tour"
ag0zpahu,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Working with designs, maps or charts"
i6nctqoo,ea03dc7d,Applying my knowledge in real situations
gyur9wcn,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
wdc4tvk9,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion"
mc6wiotv,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion"
c2arc7of,ea03dc7d,Applying my knowledge in real situations
kdh7zxyn,ea03dc7d,"Applying my knowledge in real situations, Working with designs, maps or charts"
ow9325k2,ea03dc7d,"Applying my knowledge in real situations, Working with designs, maps or charts"
xvyy2pzk,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Working with designs, maps or charts"
5tyq5lbo,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion"
1pye0vbr,ea03dc7d,Communicating with others through discussion
o74ftoae,ea03dc7d,Communicating with others through discussion
c5jdsthx,ea03dc7d,Communicating with others through discussion
nydo0p8z,ea03dc7d,Communicating with others through discussion
i8q5rwim,ea03dc7d,"Applying my knowledge in real situations, Using words well in written communications"
8xr6rx42,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion"
xfvnk9o2,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
8bkyzy8p,ea03dc7d,"Applying my knowledge in real situations, Using words well in written communications"
l5p4stsm,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Working with designs, maps or charts, Using words well in written communications"
ku8j4vjx,ea03dc7d,"Applying my knowledge in real situations, Working with designs, maps or charts, Using words well in written communications"
s06yp1wz,ea03dc7d,"Applying my knowledge in real situations, Using words well in written communications"
kvbdpgpw,ea03dc7d,Applying my knowledge in real situations
a7d5ta4p,ea03dc7d,"Communicating with others through discussion, Working with designs, maps or charts"
3hhwwtwe,ea03dc7d,"Applying my knowledge in real situations, Working with designs, maps or charts"
21zhoz6t,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion"
r08dujg0,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Working with designs, maps or charts"
ynf0h9eh,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
vbz1hb8u,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
mehulcp5,ea03dc7d,"Communicating with others through discussion, Working with designs, maps or charts"
sg0rp6pl,ea03dc7d,"Working with designs, maps or charts"
8q9evj8c,ea03dc7d,Communicating with others through discussion
lvtq5pbf,ea03dc7d,Applying my knowledge in real situations
jp0ans6v,ea03dc7d,Applying my knowledge in real situations
du2khh9d,ea03dc7d,"Working with designs, maps or charts"
5eeflk53,ea03dc7d,"Communicating with others through discussion, Working with designs, maps or charts, Using words well in written communications"
ohz2be8s,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion"
x1f8fub6,ea03dc7d,"Applying my knowledge in real situations, Using words well in written communications"
5omyqtbm,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
3d0hq8nh,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
h2rnk37b,ea03dc7d,"Working with designs, maps or charts"
angppw95,ea03dc7d,"Applying my knowledge in real situations, Working with designs, maps or charts"
m076eted,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Working with designs, maps or charts, Using words well in written communications"
4p1lk2pn,ea03dc7d,Applying my knowledge in real situations
w59k42wr,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Working with designs, maps or charts, Using words well in written communications"
sx6gkzbb,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
a5e7uhoi,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
bl7bmhwh,ea03dc7d,"Applying my knowledge in real situations, Communicating with others through discussion, Using words well in written communications"
ag0zpahu,84233686,"like to talk things through, read books, articles and handouts"
i6nctqoo,84233686,"see patterns in things, use examples and applications"
gyur9wcn,84233686,"like to talk things through, use examples and applications"
wdc4tvk9,84233686,"like to talk things through, see patterns in things, use examples and applications"
mc6wiotv,84233686,"like to talk things through, use examples and applications"
c2arc7of,84233686,use examples and applications
kdh7zxyn,84233686,"see patterns in things, use examples and applications, read books, articles and handouts"
ow9325k2,84233686,"use examples and applications, read books, articles and handouts"
xvyy2pzk,84233686,"see patterns in things, use examples and applications"
5tyq5lbo,84233686,"see patterns in things, use examples and applications"
1pye0vbr,84233686,use examples and applications
o74ftoae,84233686,"see patterns in things, use examples and applications"
c5jdsthx,84233686,"like to talk things through, see patterns in things, use examples and applications"
nydo0p8z,84233686,"like to talk things through, see patterns in things, use examples and applications, read books, articles and handouts"
i8q5rwim,84233686,"like to talk things through, use examples and applications, read books, articles and handouts"
8xr6rx42,84233686,"like to talk things through, see patterns in things"
xfvnk9o2,84233686,"like to talk things through, see patterns in things, use examples and applications, read books, articles and handouts"
8bkyzy8p,84233686,"see patterns in things, use examples and applications"
l5p4stsm,84233686,"like to talk things through, see patterns in things, use examples and applications, read books, articles and handouts"
ku8j4vjx,84233686,"see patterns in things, use examples and applications, read books, articles and handouts"
s06yp1wz,84233686,"see patterns in things, use examples and applications"
kvbdpgpw,84233686,see patterns in things
a7d5ta4p,84233686,see patterns in things
3hhwwtwe,84233686,"like to talk things through, use examples and applications"
21zhoz6t,84233686,"use examples and applications, read books, articles and handouts"
r08dujg0,84233686,"see patterns in things, use examples and applications, read books, articles and handouts"
ynf0h9eh,84233686,"see patterns in things, use examples and applications"
vbz1hb8u,84233686,"like to talk things through, see patterns in things, use examples and applications"
mehulcp5,84233686,"use examples and applications, read books, articles and handouts"
sg0rp6pl,84233686,like to talk things through
8q9evj8c,84233686,"use examples and applications, read books, articles and handouts"
lvtq5pbf,84233686,"like to talk things through, use examples and applications"
jp0ans6v,84233686,use examples and applications
du2khh9d,84233686,see patterns in things
5eeflk53,84233686,"like to talk things through, see patterns in things, read books, articles and handouts"
ohz2be8s,84233686,"use examples and applications, read books, articles and handouts"
x1f8fub6,84233686,"see patterns in things, use examples and applications"
5omyqtbm,84233686,"like to talk things through, see patterns in things, use examples and applications"
3d0hq8nh,84233686,"like to talk things through, see patterns in things, use examples and applications, read books, articles and handouts"
h2rnk37b,84233686,like to talk things through
angppw95,84233686,"like to talk things through, read books, articles and handouts"
m076eted,84233686,"see patterns in things, use examples and applications, read books, articles and handouts"
4p1lk2pn,84233686,like to talk things through
w59k42wr,84233686,"see patterns in things, read books, articles and handouts"
sx6gkzbb,84233686,"like to talk things through, use examples and applications"
a5e7uhoi,84233686,"like to talk things through, see patterns in things, use examples and applications, read books, articles and handouts"
bl7bmhwh,84233686,"like to talk things through, see patterns in things, use examples and applications"
ag0zpahu,0584fa87,"consider examples of each option using my financial information, talk with an expert about the options"
i6nctqoo,0584fa87,consider examples of each option using my financial information
gyur9wcn,0584fa87,consider examples of each option using my financial information
wdc4tvk9,0584fa87,consider examples of each option using my financial information
mc6wiotv,0584fa87,consider examples of each option using my financial information
c2arc7of,0584fa87,consider examples of each option using my financial information
kdh7zxyn,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail"
ow9325k2,0584fa87,"consider examples of each option using my financial information, talk with an expert about the options"
xvyy2pzk,0584fa87,consider examples of each option using my financial information
5tyq5lbo,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail"
1pye0vbr,0584fa87,use graphs showing different options for different time periods
o74ftoae,0584fa87,consider examples of each option using my financial information
c5jdsthx,0584fa87,consider examples of each option using my financial information
nydo0p8z,0584fa87,use graphs showing different options for different time periods
i8q5rwim,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail, use graphs showing different options for different time periods"
8xr6rx42,0584fa87,"consider examples of each option using my financial information, talk with an expert about the options"
xfvnk9o2,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail, talk with an expert about the options"
8bkyzy8p,0584fa87,consider examples of each option using my financial information
l5p4stsm,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail, use graphs showing different options for different time periods, talk with an expert about the options"
ku8j4vjx,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods, talk with an expert about the options"
s06yp1wz,0584fa87,consider examples of each option using my financial information
kvbdpgpw,0584fa87,consider examples of each option using my financial information
a7d5ta4p,0584fa87,consider examples of each option using my financial information
3hhwwtwe,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail"
21zhoz6t,0584fa87,consider examples of each option using my financial information
r08dujg0,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail, use graphs showing different options for different time periods, talk with an expert about the options"
ynf0h9eh,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods"
vbz1hb8u,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods, talk with an expert about the options"
mehulcp5,0584fa87,"consider examples of each option using my financial information, talk with an expert about the options"
sg0rp6pl,0584fa87,consider examples of each option using my financial information
8q9evj8c,0584fa87,read a print brochure that describes the options in detail
lvtq5pbf,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail"
jp0ans6v,0584fa87,consider examples of each option using my financial information
du2khh9d,0584fa87,talk with an expert about the options
5eeflk53,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods, talk with an expert about the options"
ohz2be8s,0584fa87,consider examples of each option using my financial information
x1f8fub6,0584fa87,consider examples of each option using my financial information
5omyqtbm,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods, talk with an expert about the options"
3d0hq8nh,0584fa87,consider examples of each option using my financial information
h2rnk37b,0584fa87,consider examples of each option using my financial information
angppw95,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods"
m076eted,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail, use graphs showing different options for different time periods, talk with an expert about the options"
4p1lk2pn,0584fa87,consider examples of each option using my financial information
w59k42wr,0584fa87,consider examples of each option using my financial information
sx6gkzbb,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods"
a5e7uhoi,0584fa87,"consider examples of each option using my financial information, read a print brochure that describes the options in detail, use graphs showing different options for different time periods"
bl7bmhwh,0584fa87,"consider examples of each option using my financial information, use graphs showing different options for different time periods, talk with an expert about the options"
ag0zpahu,862f3e7d,listen to somebody explaining it and ask questions
i6nctqoo,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions"
gyur9wcn,862f3e7d,"use the diagrams that explain the various stages, moves and strategies in the game"
wdc4tvk9,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions"
mc6wiotv,862f3e7d,read the instructions
c2arc7of,862f3e7d,"listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game"
kdh7zxyn,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, read the instructions"
ow9325k2,862f3e7d,"listen to somebody explaining it and ask questions, read the instructions"
xvyy2pzk,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, read the instructions"
5tyq5lbo,862f3e7d,read the instructions
1pye0vbr,862f3e7d,"watch others play the game before joining in, read the instructions"
o74ftoae,862f3e7d,listen to somebody explaining it and ask questions
c5jdsthx,862f3e7d,"use the diagrams that explain the various stages, moves and strategies in the game"
nydo0p8z,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, read the instructions"
i8q5rwim,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game"
8xr6rx42,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game"
xfvnk9o2,862f3e7d,"watch others play the game before joining in, use the diagrams that explain the various stages, moves and strategies in the game"
8bkyzy8p,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game, read the instructions"
l5p4stsm,862f3e7d,"watch others play the game before joining in, use the diagrams that explain the various stages, moves and strategies in the game, read the instructions"
ku8j4vjx,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, read the instructions"
s06yp1wz,862f3e7d,"listen to somebody explaining it and ask questions, read the instructions"
kvbdpgpw,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, read the instructions"
a7d5ta4p,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game"
3hhwwtwe,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, read the instructions"
21zhoz6t,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game, read the instructions"
r08dujg0,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions"
ynf0h9eh,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game, read the instructions"
vbz1hb8u,862f3e7d,"watch others play the game before joining in, use the diagrams that explain the various stages, moves and strategies in the game"
mehulcp5,862f3e7d,watch others play the game before joining in
sg0rp6pl,862f3e7d,"watch others play the game before joining in, read the instructions"
8q9evj8c,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions"
lvtq5pbf,862f3e7d,"listen to somebody explaining it and ask questions, read the instructions"
jp0ans6v,862f3e7d,read the instructions
du2khh9d,862f3e7d,"listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game, read the instructions"
5eeflk53,862f3e7d,listen to somebody explaining it and ask questions
ohz2be8s,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions"
x1f8fub6,862f3e7d,"listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game"
5omyqtbm,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game"
3d0hq8nh,862f3e7d,read the instructions
h2rnk37b,862f3e7d,"watch others play the game before joining in, use the diagrams that explain the various stages, moves and strategies in the game"
angppw95,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, use the diagrams that explain the various stages, moves and strategies in the game, read the instructions"
m076eted,862f3e7d,listen to somebody explaining it and ask questions
4p1lk2pn,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions, read the instructions"
w59k42wr,862f3e7d,"use the diagrams that explain the various stages, moves and strategies in the game, read the instructions"
sx6gkzbb,862f3e7d,"watch others play the game before joining in, read the instructions"
a5e7uhoi,862f3e7d,"watch others play the game before joining in, listen to somebody explaining it and ask questions"
bl7bmhwh,862f3e7d,
ag0zpahu,d9571edc,"gave me something to read to explain what was wrong, showed me a diagram of what was wrong"
i6nctqoo,d9571edc,showed me a diagram of what was wrong
gyur9wcn,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
wdc4tvk9,d9571edc,gave me something to read to explain what was wrong
mc6wiotv,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
c2arc7of,d9571edc,"used a plastic model to show me what was wrong, showed me a diagram of what was wrong"
kdh7zxyn,d9571edc,"used a plastic model to show me what was wrong, described what was wrong"
ow9325k2,d9571edc,"described what was wrong, showed me a diagram of what was wrong"
xvyy2pzk,d9571edc,"gave me something to read to explain what was wrong, used a plastic model to show me what was wrong, described what was wrong, showed me a diagram of what was wrong"
5tyq5lbo,d9571edc,"described what was wrong, showed me a diagram of what was wrong"
1pye0vbr,d9571edc,described what was wrong
o74ftoae,d9571edc,"gave me something to read to explain what was wrong, described what was wrong"
c5jdsthx,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
nydo0p8z,d9571edc,"gave me something to read to explain what was wrong, showed me a diagram of what was wrong"
i8q5rwim,d9571edc,"gave me something to read to explain what was wrong, used a plastic model to show me what was wrong, showed me a diagram of what was wrong"
8xr6rx42,d9571edc,"gave me something to read to explain what was wrong, used a plastic model to show me what was wrong, described what was wrong"
xfvnk9o2,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
8bkyzy8p,d9571edc,"used a plastic model to show me what was wrong, showed me a diagram of what was wrong"
l5p4stsm,d9571edc,"gave me something to read to explain what was wrong, used a plastic model to show me what was wrong, described what was wrong, showed me a diagram of what was wrong"
ku8j4vjx,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
s06yp1wz,d9571edc,gave me something to read to explain what was wrong
kvbdpgpw,d9571edc,"gave me something to read to explain what was wrong, described what was wrong"
a7d5ta4p,d9571edc,"gave me something to read to explain what was wrong, described what was wrong"
3hhwwtwe,d9571edc,gave me something to read to explain what was wrong
21zhoz6t,d9571edc,"described what was wrong, showed me a diagram of what was wrong"
r08dujg0,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
ynf0h9eh,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
vbz1hb8u,d9571edc,"gave me something to read to explain what was wrong, used a plastic model to show me what was wrong, showed me a diagram of what was wrong"
mehulcp5,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
sg0rp6pl,d9571edc,showed me a diagram of what was wrong
8q9evj8c,d9571edc,"gave me something to read to explain what was wrong, described what was wrong"
lvtq5pbf,d9571edc,"described what was wrong, showed me a diagram of what was wrong"
jp0ans6v,d9571edc,"gave me something to read to explain what was wrong, showed me a diagram of what was wrong"
du2khh9d,d9571edc,used a plastic model to show me what was wrong
5eeflk53,d9571edc,"gave me something to read to explain what was wrong, used a plastic model to show me what was wrong, described what was wrong"
ohz2be8s,d9571edc,"described what was wrong, showed me a diagram of what was wrong"
x1f8fub6,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
5omyqtbm,d9571edc,"gave me something to read to explain what was wrong, described what was wrong"
3d0hq8nh,d9571edc,"described what was wrong, showed me a diagram of what was wrong"
h2rnk37b,d9571edc,gave me something to read to explain what was wrong
angppw95,d9571edc,"gave me something to read to explain what was wrong, showed me a diagram of what was wrong"
m076eted,d9571edc,"gave me something to read to explain what was wrong, used a plastic model to show me what was wrong, described what was wrong, showed me a diagram of what was wrong"
4p1lk2pn,d9571edc,gave me something to read to explain what was wrong
w59k42wr,d9571edc,"gave me something to read to explain what was wrong, described what was wrong, showed me a diagram of what was wrong"
sx6gkzbb,d9571edc,"gave me something to read to explain what was wrong, described what was wrong"
a5e7uhoi,d9571edc,"gave me something to read to explain what was wrong, described what was wrong"
bl7bmhwh,d9571edc,"used a plastic model to show me what was wrong, described what was wrong, showed me a diagram of what was wrong"
ag0zpahu,cddd6aba,"talk with people who know about the program, start using it and learn by trial and error"
i6nctqoo,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error"
gyur9wcn,cddd6aba,"talk with people who know about the program, start using it and learn by trial and error"
wdc4tvk9,cddd6aba,read the written instructions that came with the program
mc6wiotv,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program, start using it and learn by trial and error"
c2arc7of,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
kdh7zxyn,cddd6aba,"read the written instructions that came with the program, follow the diagrams in a book"
ow9325k2,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
xvyy2pzk,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error"
5tyq5lbo,cddd6aba,read the written instructions that came with the program
1pye0vbr,cddd6aba,start using it and learn by trial and error
o74ftoae,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
c5jdsthx,cddd6aba,talk with people who know about the program
nydo0p8z,cddd6aba,start using it and learn by trial and error
i8q5rwim,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
8xr6rx42,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error"
xfvnk9o2,cddd6aba,"start using it and learn by trial and error, follow the diagrams in a book"
8bkyzy8p,cddd6aba,read the written instructions that came with the program
l5p4stsm,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program, start using it and learn by trial and error, follow the diagrams in a book"
ku8j4vjx,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error, follow the diagrams in a book"
s06yp1wz,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error"
kvbdpgpw,cddd6aba,follow the diagrams in a book
a7d5ta4p,cddd6aba,read the written instructions that came with the program
3hhwwtwe,cddd6aba,read the written instructions that came with the program
21zhoz6t,cddd6aba,"read the written instructions that came with the program, follow the diagrams in a book"
r08dujg0,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error, follow the diagrams in a book"
ynf0h9eh,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
vbz1hb8u,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program, start using it and learn by trial and error"
mehulcp5,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error"
sg0rp6pl,cddd6aba,talk with people who know about the program
8q9evj8c,cddd6aba,read the written instructions that came with the program
lvtq5pbf,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error"
jp0ans6v,cddd6aba,talk with people who know about the program
du2khh9d,cddd6aba,read the written instructions that came with the program
5eeflk53,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
ohz2be8s,cddd6aba,"talk with people who know about the program, start using it and learn by trial and error"
x1f8fub6,cddd6aba,"read the written instructions that came with the program, follow the diagrams in a book"
5omyqtbm,cddd6aba,"talk with people who know about the program, start using it and learn by trial and error, follow the diagrams in a book"
3d0hq8nh,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
h2rnk37b,cddd6aba,(Not applicable)
angppw95,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
m076eted,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program, start using it and learn by trial and error, follow the diagrams in a book"
4p1lk2pn,cddd6aba,read the written instructions that came with the program
w59k42wr,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program, start using it and learn by trial and error, follow the diagrams in a book"
sx6gkzbb,cddd6aba,"read the written instructions that came with the program, talk with people who know about the program"
a5e7uhoi,cddd6aba,start using it and learn by trial and error
bl7bmhwh,cddd6aba,"read the written instructions that came with the program, start using it and learn by trial and error, follow the diagrams in a book"
ag0zpahu,941a8ad4,"videos showing how to do or make things, audio channels where I can listen to podcasts or interviews"
i6nctqoo,941a8ad4,"videos showing how to do or make things, audio channels where I can listen to podcasts or interviews"
gyur9wcn,941a8ad4,"interesting design and visual features, interesting written descriptions, lists and explanations"
wdc4tvk9,941a8ad4,"interesting written descriptions, lists and explanations"
mc6wiotv,941a8ad4,"videos showing how to do or make things, interesting design and visual features"
c2arc7of,941a8ad4,"videos showing how to do or make things, interesting design and visual features"
kdh7zxyn,941a8ad4,"interesting design and visual features, interesting written descriptions, lists and explanations"
ow9325k2,941a8ad4,"videos showing how to do or make things, interesting written descriptions, lists and explanations"
xvyy2pzk,941a8ad4,"interesting design and visual features, audio channels where I can listen to podcasts or interviews"
5tyq5lbo,941a8ad4,"videos showing how to do or make things, interesting written descriptions, lists and explanations, audio channels where I can listen to podcasts or interviews"
1pye0vbr,941a8ad4,interesting design and visual features
o74ftoae,941a8ad4,"videos showing how to do or make things, audio channels where I can listen to podcasts or interviews"
c5jdsthx,941a8ad4,"videos showing how to do or make things, interesting design and visual features, audio channels where I can listen to podcasts or interviews"
nydo0p8z,941a8ad4,audio channels where I can listen to podcasts or interviews
i8q5rwim,941a8ad4,"videos showing how to do or make things, interesting written descriptions, lists and explanations"
8xr6rx42,941a8ad4,"videos showing how to do or make things, interesting written descriptions, lists and explanations"
xfvnk9o2,941a8ad4,"videos showing how to do or make things, interesting design and visual features, interesting written descriptions, lists and explanations, audio channels where I can listen to podcasts or interviews"
8bkyzy8p,941a8ad4,videos showing how to do or make things
l5p4stsm,941a8ad4,"videos showing how to do or make things, interesting design and visual features, interesting written descriptions, lists and explanations, audio channels where I can listen to podcasts or interviews"
ku8j4vjx,941a8ad4,"videos showing how to do or make things, interesting design and visual features, interesting written descriptions, lists and explanations"
s06yp1wz,941a8ad4,"interesting design and visual features, audio channels where I can listen to podcasts or interviews"
kvbdpgpw,941a8ad4,videos showing how to do or make things
a7d5ta4p,941a8ad4,"videos showing how to do or make things, audio channels where I can listen to podcasts or interviews"
3hhwwtwe,941a8ad4,videos showing how to do or make things
